Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;0;-;-;0;-;-
Wählende;764;-;-;764;-;-
Ungültige Stimmen;4;0,5 %;-;4;0,5 %;-
Gültige Stimmen;760;99,5 %;-;760;99,5 %;-
SPD;270;35,5 %;-;272;35,8 %;-
AfD;96;12,6 %;-;85;11,2 %;-
CDU;213;28,0 %;-;175;23,0 %;-
GRÜNE/B 90;68;8,9 %;-;77;10,1 %;-
DIE LINKE;35;4,6 %;-;20;2,6 %;-
BVB / FREIE WÄHLER;57;7,5 %;-;28;3,7 %;-
FDP;21;2,8 %;-;11;1,4 %;-
Tierschutzpartei;-;-;-;13;1,7 %;-
Plus;-;-;-;9;1,2 %;-
BSW;-;-;-;65;8,6 %;-
III. Weg;-;-;-;1;0,1 %;-
DKP;-;-;-;2;0,3 %;-
DLW;-;-;-;0;0,0 %;-
WU;-;-;-;2;0,3 %;-
