Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;187;-;-;187;-;-
Wählende;116;62,0 %;+100;116;62,0 %;+100
Ungültige Stimmen;2;1,7 %;+00;1;0,9 %;-11
Gültige Stimmen;114;98,3 %;-00;115;99,1 %;+11
SPD;37;32,5 %;-74;23;20,0 %;-135
AfD;37;32,5 %;+117;30;26,1 %;+44
CDU;8;7,0 %;-44;7;6,1 %;-67
GRÜNE/B 90;5;4,4 %;-25;11;9,6 %;+18
DIE LINKE;15;13,2 %;+20;8;7,0 %;-57
BVB / FREIE WÄHLER;12;10,5 %;+68;1;0,9 %;-24
FDP;0;0,0 %;-60;0;0,0 %;-53
Tierschutzpartei;-;-;-;3;2,6 %;+09
Plus;-;-;-;0;0,0 %;-10
BSW;-;-;-;32;27,8 %;+278
III. Weg;-;-;-;0;0,0 %;00
DKP;-;-;-;0;0,0 %;00
DLW;-;-;-;0;0,0 %;00
WU;-;-;-;0;0,0 %;00
