Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;526;-;-;526;-;-
Wählende;277;52,7 %;-;277;52,7 %;-
Ungültige Stimmen;6;2,2 %;-;5;1,8 %;-
Gültige Stimmen;271;97,8 %;-;272;98,2 %;-
SPD;85;31,4 %;-;73;26,8 %;-
AfD;102;37,6 %;-;88;32,4 %;-
CDU;46;17,0 %;-;40;14,7 %;-
GRÜNE/B 90;1;0,4 %;-;6;2,2 %;-
DIE LINKE;8;3,0 %;-;4;1,5 %;-
BVB / FREIE WÄHLER;16;5,9 %;-;9;3,3 %;-
FDP;7;2,6 %;-;5;1,8 %;-
Tierschutzpartei;-;-;-;3;1,1 %;-
Plus;6;2,2 %;-;7;2,6 %;-
BSW;-;-;-;33;12,1 %;-
III. Weg;-;-;-;0;0,0 %;-
DKP;-;-;-;1;0,4 %;-
DLW;-;-;-;2;0,7 %;-
WU;-;-;-;1;0,4 %;-
