Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;830;-;-;830;-;-
Wählende;457;55,1 %;-;457;55,1 %;-
Ungültige Stimmen;7;1,5 %;-;4;0,9 %;-
Gültige Stimmen;450;98,5 %;-;453;99,1 %;-
SPD;124;27,6 %;-;119;26,3 %;-
AfD;231;51,3 %;-;214;47,2 %;-
CDU;41;9,1 %;-;36;7,9 %;-
GRÜNE/B 90;2;0,4 %;-;5;1,1 %;-
DIE LINKE;13;2,9 %;-;6;1,3 %;-
BVB / FREIE WÄHLER;19;4,2 %;-;5;1,1 %;-
FDP;6;1,3 %;-;2;0,4 %;-
Tierschutzpartei;6;1,3 %;-;7;1,5 %;-
Plus;-;-;-;2;0,4 %;-
BSW;-;-;-;47;10,4 %;-
III. Weg;-;-;-;3;0,7 %;-
DKP;-;-;-;0;0,0 %;-
DLW;8;1,8 %;-;6;1,3 %;-
WU;-;-;-;1;0,2 %;-
