Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;666;-;-;666;-;-
Wählende;379;56,9 %;+55;379;56,9 %;+55
Ungültige Stimmen;2;0,5 %;-22;2;0,5 %;-21
Gültige Stimmen;377;99,5 %;+22;377;99,5 %;+21
SPD;139;36,9 %;+149;114;30,2 %;+35
AfD;145;38,5 %;+176;133;35,3 %;+125
CDU;45;11,9 %;-171;33;8,8 %;-124
GRÜNE/B 90;5;1,3 %;-82;17;4,5 %;-46
DIE LINKE;14;3,7 %;-45;11;2,9 %;-52
BVB / FREIE WÄHLER;22;5,8 %;+02;7;1,9 %;-31
FDP;7;1,9 %;-23;6;1,6 %;-18
Tierschutzpartei;-;-;-;11;2,9 %;+06
Plus;-;-;-;2;0,5 %;-07
BSW;-;-;-;35;9,3 %;+93
III. Weg;-;-;-;0;0,0 %;00
DKP;-;-;-;0;0,0 %;00
DLW;-;-;-;6;1,6 %;+16
WU;-;-;-;2;0,5 %;+05
