Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;5.486;-;-;5.486;-;-
Wählende;4.120;75,1 %;+115;4.12;75,1 %;+115
Ungültige Stimmen;78;1,9 %;+02;50.0;1,2 %;-04
Gültige Stimmen;4.042;98,1 %;-02;4.07;98,8 %;+04
SPD;1.216;30,1 %;+67;1.061;26,1 %;+15
AfD;1.720;42,6 %;+123;1.559;38,3 %;+83
CDU;498;12,3 %;-26;343.0;8,4 %;-62
GRÜNE/B 90;74;1,8 %;-36;118.0;2,9 %;-46
DIE LINKE;159;3,9 %;-133;98.0;2,4 %;-84
BVB / FREIE WÄHLER;317;7,8 %;+15;144.0;3,5 %;-22
FDP;58;1,4 %;-10;30.0;0,7 %;-26
Tierschutzpartei;-;-;-;52.0;1,3 %;-09
Plus;-;-;-;21.0;0,5 %;-06
BSW;-;-;-;586.0;14,4 %;+144
III. Weg;-;-;-;9.0;0,2 %;+02
DKP;-;-;-;0.0;0,0 %;00
DLW;-;-;-;20.0;0,5 %;+05
WU;-;-;-;29.0;0,7 %;+07
