Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;86;-;-;86;-;-
Wählende;48;55,8 %;-;48;55,8 %;-
Ungültige Stimmen;0;0,0 %;-;0;0,0 %;-
Gültige Stimmen;48;100,0 %;-;48;100,0 %;-
SPD;13;27,1 %;-;13;27,1 %;-
AfD;28;58,3 %;-;28;58,3 %;-
CDU;1;2,1 %;-;2;4,2 %;-
GRÜNE/B 90;0;0,0 %;-;0;0,0 %;-
DIE LINKE;1;2,1 %;-;0;0,0 %;-
BVB / FREIE WÄHLER;5;10,4 %;-;2;4,2 %;-
FDP;0;0,0 %;-;0;0,0 %;-
Tierschutzpartei;-;-;-;0;0,0 %;-
Plus;-;-;-;0;0,0 %;-
BSW;-;-;-;2;4,2 %;-
III. Weg;-;-;-;0;0,0 %;-
DKP;-;-;-;0;0,0 %;-
DLW;-;-;-;1;2,1 %;-
WU;-;-;-;0;0,0 %;-
