Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;496;-;-;496;-;-
Wählende;278;56,0 %;-;278;56,0 %;-
Ungültige Stimmen;6;2,2 %;-;2;0,7 %;-
Gültige Stimmen;272;97,8 %;-;276;99,3 %;-
SPD;93;34,2 %;-;93;33,7 %;-
AfD;81;29,8 %;-;82;29,7 %;-
CDU;23;8,5 %;-;22;8,0 %;-
GRÜNE/B 90;1;0,4 %;-;12;4,3 %;-
DIE LINKE;11;4,0 %;-;6;2,2 %;-
BVB / FREIE WÄHLER;55;20,2 %;-;20;7,2 %;-
FDP;5;1,8 %;-;3;1,1 %;-
Tierschutzpartei;-;-;-;6;2,2 %;-
Plus;2;0,7 %;-;0;0,0 %;-
BSW;-;-;-;32;11,6 %;-
III. Weg;-;-;-;0;0,0 %;-
DKP;-;-;-;0;0,0 %;-
DLW;1;0,4 %;-;0;0,0 %;-
WU;-;-;-;0;0,0 %;-
