Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;1.066;-;-;1.066;-;-
Wählende;442;41,5 %;-;442.0;41,5 %;-
Ungültige Stimmen;11;2,5 %;-;7.0;1,6 %;-
Gültige Stimmen;431;97,5 %;-;435.0;98,4 %;-
SPD;161;37,4 %;-;136.0;31,3 %;-
AfD;168;39,0 %;-;163.0;37,5 %;-
CDU;54;12,5 %;-;45.0;10,3 %;-
GRÜNE/B 90;7;1,6 %;-;12.0;2,8 %;-
DIE LINKE;18;4,2 %;-;7.0;1,6 %;-
BVB / FREIE WÄHLER;19;4,4 %;-;10.0;2,3 %;-
FDP;2;0,5 %;-;1.0;0,2 %;-
Tierschutzpartei;-;-;-;11.0;2,5 %;-
Plus;-;-;-;1.0;0,2 %;-
BSW;-;-;-;46.0;10,6 %;-
III. Weg;2;0,5 %;-;0.0;0,0 %;-
DKP;-;-;-;0.0;0,0 %;-
DLW;-;-;-;2.0;0,5 %;-
WU;-;-;-;1.0;0,2 %;-
