Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;112;-;-;112;-;-
Wählende;75;67,0 %;+117;75;67,0 %;+117
Ungültige Stimmen;2;2,7 %;+19;1;1,3 %;-10
Gültige Stimmen;73;97,3 %;-19;74;98,7 %;+10
SPD;29;39,7 %;+175;26;35,1 %;+142
AfD;19;26,0 %;-94;18;24,3 %;-101
CDU;20;27,4 %;+107;8;10,8 %;-66
GRÜNE/B 90;0;0,0 %;-23;2;2,7 %;-16
DIE LINKE;1;1,4 %;-119;2;2,7 %;-103
BVB / FREIE WÄHLER;4;5,5 %;-15;2;2,7 %;-28
FDP;0;0,0 %;-31;0;0,0 %;-28
Tierschutzpartei;-;-;-;2;2,7 %;+11
Plus;-;-;-;0;0,0 %;00
BSW;-;-;-;12;16,2 %;+162
III. Weg;0;0,0 %;00;1;1,4 %;+14
DKP;-;-;-;0;0,0 %;00
DLW;-;-;-;1;1,4 %;+14
WU;-;-;-;0;0,0 %;00
