Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;359;-;-;359;-;-
Wählende;246;68,5 %;+56;246;68,5 %;+56
Ungültige Stimmen;2;0,8 %;-14;2;0,8 %;-11
Gültige Stimmen;244;99,2 %;+14;244;99,2 %;+11
SPD;67;27,5 %;+64;64;26,2 %;+56
AfD;117;48,0 %;+114;105;43,0 %;+60
CDU;28;11,5 %;-79;24;9,8 %;-82
GRÜNE/B 90;4;1,6 %;-46;8;3,3 %;-30
DIE LINKE;14;5,7 %;-18;8;3,3 %;-30
BVB / FREIE WÄHLER;9;3,7 %;-09;6;2,5 %;-15
FDP;1;0,4 %;-42;1;0,4 %;-48
Tierschutzpartei;-;-;-;2;0,8 %;-11
Plus;2;0,8 %;+08;0;0,0 %;-03
BSW;-;-;-;17;7,0 %;+70
III. Weg;-;-;-;5;2,0 %;+20
DKP;-;-;-;0;0,0 %;00
DLW;2;0,8 %;+08;4;1,6 %;+16
WU;-;-;-;0;0,0 %;00
