Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;821;-;-;821;-;-
Wählende;466;56,8 %;+37;466;56,8 %;+37
Ungültige Stimmen;3;0,6 %;-01;1;0,2 %;-04
Gültige Stimmen;463;99,4 %;+01;465;99,8 %;+04
SPD;153;33,0 %;+50;196;42,2 %;+158
AfD;59;12,7 %;+31;49;10,5 %;+05
CDU;31;6,7 %;-55;35;7,5 %;-32
GRÜNE/B 90;157;33,9 %;+74;82;17,6 %;-108
DIE LINKE;29;6,3 %;-87;34;7,3 %;-58
BVB / FREIE WÄHLER;9;1,9 %;-05;2;0,4 %;-13
FDP;7;1,5 %;-21;5;1,1 %;-39
Tierschutzpartei;18;3,9 %;+39;15;3,2 %;+10
Plus;-;-;-;7;1,5 %;-04
BSW;-;-;-;36;7,7 %;+77
III. Weg;-;-;-;0;0,0 %;00
DKP;-;-;-;4;0,9 %;+09
DLW;-;-;-;0;0,0 %;00
WU;-;-;-;0;0,0 %;00
