Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;197;-;-;197;-;-
Wählende;135;68,5 %;+115;135;68,5 %;+115
Ungültige Stimmen;1;0,7 %;-63;2;1,5 %;+02
Gültige Stimmen;134;99,3 %;+63;133;98,5 %;-02
SPD;35;26,1 %;-154;24;18,0 %;-51
AfD;74;55,2 %;+552;75;56,4 %;+181
CDU;20;14,9 %;-107;17;12,8 %;-87
GRÜNE/B 90;0;0,0 %;-19;0;0,0 %;-24
DIE LINKE;2;1,5 %;-35;1;0,8 %;-50
BVB / FREIE WÄHLER;3;2,2 %;-42;2;1,5 %;-09
FDP;0;0,0 %;-64;1;0,8 %;-32
Tierschutzpartei;-;-;-;0;0,0 %;-13
Plus;-;-;-;0;0,0 %;-08
BSW;-;-;-;13;9,8 %;+98
III. Weg;-;-;-;0;0,0 %;00
DKP;0;0,0 %;00;0;0,0 %;00
DLW;-;-;-;0;0,0 %;00
WU;-;-;-;0;0,0 %;00
