Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;364;-;-;364;-;-
Wählende;228;62,6 %;-;228;62,6 %;-
Ungültige Stimmen;2;0,9 %;-;4;1,8 %;-
Gültige Stimmen;226;99,1 %;-;224;98,2 %;-
SPD;63;27,9 %;-;63;28,1 %;-
AfD;101;44,7 %;-;97;43,3 %;-
CDU;43;19,0 %;-;29;12,9 %;-
GRÜNE/B 90;4;1,8 %;-;4;1,8 %;-
DIE LINKE;5;2,2 %;-;3;1,3 %;-
BVB / FREIE WÄHLER;6;2,7 %;-;3;1,3 %;-
FDP;4;1,8 %;-;1;0,4 %;-
Tierschutzpartei;-;-;-;5;2,2 %;-
Plus;-;-;-;0;0,0 %;-
BSW;-;-;-;18;8,0 %;-
III. Weg;-;-;-;0;0,0 %;-
DKP;-;-;-;0;0,0 %;-
DLW;-;-;-;1;0,4 %;-
WU;-;-;-;0;0,0 %;-
EB Hoffmann;0;0,0 %;-;-;-;-
