Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;295;-;-;295;-;-
Wählende;163;55,3 %;-;163;55,3 %;-
Ungültige Stimmen;4;2,5 %;-;2;1,2 %;-
Gültige Stimmen;159;97,5 %;-;161;98,8 %;-
SPD;39;24,5 %;-;35;21,7 %;-
AfD;69;43,4 %;-;66;41,0 %;-
CDU;16;10,1 %;-;11;6,8 %;-
GRÜNE/B 90;6;3,8 %;-;6;3,7 %;-
DIE LINKE;10;6,3 %;-;8;5,0 %;-
BVB / FREIE WÄHLER;14;8,8 %;-;2;1,2 %;-
FDP;2;1,3 %;-;0;0,0 %;-
Tierschutzpartei;3;1,9 %;-;1;0,6 %;-
Plus;-;-;-;0;0,0 %;-
BSW;-;-;-;29;18,0 %;-
III. Weg;-;-;-;0;0,0 %;-
DKP;-;-;-;0;0,0 %;-
DLW;-;-;-;3;1,9 %;-
WU;-;-;-;0;0,0 %;-
