Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;1.023;-;-;1.023;-;-
Wählende;373;36,5 %;-;373.0;36,5 %;-
Ungültige Stimmen;5;1,3 %;-;6.0;1,6 %;-
Gültige Stimmen;368;98,7 %;-;367.0;98,4 %;-
SPD;100;27,2 %;-;95.0;25,9 %;-
AfD;137;37,2 %;-;136.0;37,1 %;-
CDU;21;5,7 %;-;20.0;5,4 %;-
GRÜNE/B 90;6;1,6 %;-;11.0;3,0 %;-
DIE LINKE;30;8,2 %;-;16.0;4,4 %;-
BVB / FREIE WÄHLER;54;14,7 %;-;18.0;4,9 %;-
FDP;8;2,2 %;-;3.0;0,8 %;-
Tierschutzpartei;-;-;-;11.0;3,0 %;-
Plus;-;-;-;3.0;0,8 %;-
BSW;-;-;-;47.0;12,8 %;-
III. Weg;-;-;-;1.0;0,3 %;-
DKP;-;-;-;0.0;0,0 %;-
DLW;12;3,3 %;-;6.0;1,6 %;-
WU;-;-;-;0.0;0,0 %;-
