Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;233;-;-;233;-;-
Wählende;135;57,9 %;-;135;57,9 %;-
Ungültige Stimmen;3;2,2 %;-;3;2,2 %;-
Gültige Stimmen;132;97,8 %;-;132;97,8 %;-
SPD;27;20,5 %;-;23;17,4 %;-
AfD;54;40,9 %;-;62;47,0 %;-
CDU;7;5,3 %;-;9;6,8 %;-
GRÜNE/B 90;3;2,3 %;-;6;4,5 %;-
DIE LINKE;5;3,8 %;-;2;1,5 %;-
BVB / FREIE WÄHLER;34;25,8 %;-;10;7,6 %;-
FDP;2;1,5 %;-;3;2,3 %;-
Tierschutzpartei;-;-;-;3;2,3 %;-
Plus;-;-;-;0;0,0 %;-
BSW;-;-;-;13;9,8 %;-
III. Weg;-;-;-;0;0,0 %;-
DKP;-;-;-;0;0,0 %;-
DLW;-;-;-;0;0,0 %;-
WU;-;-;-;1;0,8 %;-
dieBasis;0;0,0 %;-;-;-;-
EB Link;0;0,0 %;-;-;-;-
