Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;556;-;-;556;-;-
Wählende;274;49,3 %;-;274;49,3 %;-
Ungültige Stimmen;6;2,2 %;-;3;1,1 %;-
Gültige Stimmen;268;97,8 %;-;271;98,9 %;-
SPD;82;30,6 %;-;79;29,2 %;-
AfD;113;42,2 %;-;100;36,9 %;-
CDU;31;11,6 %;-;27;10,0 %;-
GRÜNE/B 90;3;1,1 %;-;2;0,7 %;-
DIE LINKE;11;4,1 %;-;6;2,2 %;-
BVB / FREIE WÄHLER;15;5,6 %;-;6;2,2 %;-
FDP;6;2,2 %;-;1;0,4 %;-
Tierschutzpartei;-;-;-;3;1,1 %;-
Plus;-;-;-;0;0,0 %;-
BSW;-;-;-;45;16,6 %;-
III. Weg;-;-;-;0;0,0 %;-
DKP;-;-;-;0;0,0 %;-
DLW;7;2,6 %;-;2;0,7 %;-
WU;-;-;-;0;0,0 %;-
