Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;149;-;-;149;-;-
Wählende;87;58,4 %;-;87;58,4 %;-
Ungültige Stimmen;2;2,3 %;-;1;1,1 %;-
Gültige Stimmen;85;97,7 %;-;86;98,9 %;-
SPD;30;35,3 %;-;16;18,6 %;-
AfD;36;42,4 %;-;35;40,7 %;-
CDU;4;4,7 %;-;5;5,8 %;-
GRÜNE/B 90;4;4,7 %;-;3;3,5 %;-
DIE LINKE;7;8,2 %;-;5;5,8 %;-
BVB / FREIE WÄHLER;3;3,5 %;-;1;1,2 %;-
FDP;1;1,2 %;-;0;0,0 %;-
Tierschutzpartei;-;-;-;3;3,5 %;-
Plus;-;-;-;0;0,0 %;-
BSW;-;-;-;17;19,8 %;-
III. Weg;0;0,0 %;-;0;0,0 %;-
DKP;-;-;-;0;0,0 %;-
DLW;-;-;-;1;1,2 %;-
WU;-;-;-;0;0,0 %;-
