Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;0;-;-;0;-;-
Wählende;700;-;-;700;-;-
Ungültige Stimmen;6;0,9 %;+02;2;0,3 %;-03
Gültige Stimmen;694;99,1 %;-02;698;99,7 %;+03
SPD;182;26,2 %;+48;209;29,9 %;+32
AfD;182;26,2 %;+81;147;21,1 %;+15
CDU;146;21,0 %;+01;106;15,2 %;-59
GRÜNE/B 90;13;1,9 %;-138;15;2,1 %;-86
DIE LINKE;41;5,9 %;-61;22;3,2 %;-74
BVB / FREIE WÄHLER;93;13,4 %;+65;24;3,4 %;-17
FDP;7;1,0 %;-09;6;0,9 %;-17
Tierschutzpartei;30;4,3 %;+43;20;2,9 %;+03
Plus;-;-;-14;8;1,1 %;+04
BSW;-;-;-;136;19,5 %;+195
III. Weg;-;-;-;0;0,0 %;00
DKP;-;-;-;1;0,1 %;+01
DLW;-;-;-;4;0,6 %;+06
WU;-;-;-;0;0,0 %;00
