Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;0;-;-;0.0;-;-
Wählende;1.116;-;-;1.116;-;-
Ungültige Stimmen;12;1,1 %;-00;3.0;0,3 %;-06
Gültige Stimmen;1.104;98,9 %;+00;1.113;99,7 %;+06
SPD;345;31,2 %;+151;360.0;32,3 %;+141
AfD;272;24,6 %;+46;231.0;20,8 %;+12
CDU;273;24,7 %;-21;174.0;15,6 %;-87
GRÜNE/B 90;37;3,4 %;-83;34.0;3,1 %;-71
DIE LINKE;56;5,1 %;-79;26.0;2,3 %;-98
BVB / FREIE WÄHLER;103;9,3 %;+17;28.0;2,5 %;-31
FDP;18;1,6 %;-31;10.0;0,9 %;-34
Tierschutzpartei;-;-;-;25.0;2,2 %;-12
Plus;-;-;-;11.0;1,0 %;-09
BSW;-;-;-;190.0;17,1 %;+171
III. Weg;-;-;-;3.0;0,3 %;+03
DKP;-;-;-;0.0;0,0 %;00
DLW;-;-;-;15.0;1,3 %;+13
WU;-;-;-;6.0;0,5 %;+05
