Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;134;-;-;134;-;-
Wählende;73;54,5 %;-;73;54,5 %;-
Ungültige Stimmen;1;1,4 %;-;0;0,0 %;-
Gültige Stimmen;72;98,6 %;-;73;100,0 %;-
SPD;15;20,8 %;-;14;19,2 %;-
AfD;36;50,0 %;-;33;45,2 %;-
CDU;14;19,4 %;-;10;13,7 %;-
GRÜNE/B 90;1;1,4 %;-;1;1,4 %;-
DIE LINKE;1;1,4 %;-;2;2,7 %;-
BVB / FREIE WÄHLER;4;5,6 %;-;1;1,4 %;-
FDP;1;1,4 %;-;0;0,0 %;-
Tierschutzpartei;-;-;-;4;5,5 %;-
Plus;-;-;-;1;1,4 %;-
BSW;-;-;-;6;8,2 %;-
III. Weg;0;0,0 %;-;0;0,0 %;-
DKP;-;-;-;0;0,0 %;-
DLW;-;-;-;1;1,4 %;-
WU;-;-;-;0;0,0 %;-
