Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;0;-;-;0;-;-
Wählende;615;-;-;615;-;-
Ungültige Stimmen;13;2,1 %;-;7;1,1 %;-
Gültige Stimmen;602;97,9 %;-;608;98,9 %;-
SPD;208;34,6 %;-;189;31,1 %;-
AfD;-;-;-;146;24,0 %;-
CDU;103;17,1 %;-;85;14,0 %;-
GRÜNE/B 90;22;3,7 %;-;27;4,4 %;-
DIE LINKE;45;7,5 %;-;15;2,5 %;-
BVB / FREIE WÄHLER;32;5,3 %;-;11;1,8 %;-
FDP;10;1,7 %;-;0;0,0 %;-
Tierschutzpartei;-;-;-;11;1,8 %;-
Plus;-;-;-;10;1,6 %;-
BSW;-;-;-;106;17,4 %;-
III. Weg;-;-;-;0;0,0 %;-
DKP;-;-;-;0;0,0 %;-
DLW;-;-;-;4;0,7 %;-
WU;-;-;-;4;0,7 %;-
EB Raue;182;30,2 %;-;-;-;-
