Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;875;-;-;875;-;-
Wählende;330;37,7 %;-;330;37,7 %;-
Ungültige Stimmen;8;2,4 %;-;6;1,8 %;-
Gültige Stimmen;322;97,6 %;-;324;98,2 %;-
SPD;139;43,2 %;-;130;40,1 %;-
AfD;120;37,3 %;-;108;33,3 %;-
CDU;28;8,7 %;-;26;8,0 %;-
GRÜNE/B 90;2;0,6 %;-;1;0,3 %;-
DIE LINKE;8;2,5 %;-;5;1,5 %;-
BVB / FREIE WÄHLER;15;4,7 %;-;6;1,9 %;-
FDP;1;0,3 %;-;0;0,0 %;-
Tierschutzpartei;-;-;-;5;1,5 %;-
Plus;9;2,8 %;-;4;1,2 %;-
BSW;-;-;-;39;12,0 %;-
III. Weg;-;-;-;0;0,0 %;-
DKP;-;-;-;0;0,0 %;-
DLW;-;-;-;0;0,0 %;-
WU;-;-;-;0;0,0 %;-
