Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;750;-;-;750;-;-
Wählende;373;49,7 %;-;373;49,7 %;-
Ungültige Stimmen;3;0,8 %;-;3;0,8 %;-
Gültige Stimmen;370;99,2 %;-;370;99,2 %;-
SPD;110;29,7 %;-;125;33,8 %;-
AfD;144;38,9 %;-;133;35,9 %;-
CDU;34;9,2 %;-;23;6,2 %;-
GRÜNE/B 90;7;1,9 %;-;6;1,6 %;-
DIE LINKE;45;12,2 %;-;16;4,3 %;-
BVB / FREIE WÄHLER;9;2,4 %;-;1;0,3 %;-
FDP;5;1,4 %;-;0;0,0 %;-
Tierschutzpartei;12;3,2 %;-;8;2,2 %;-
Plus;-;-;-;6;1,6 %;-
BSW;-;-;-;46;12,4 %;-
III. Weg;-;-;-;0;0,0 %;-
DKP;-;-;-;0;0,0 %;-
DLW;4;1,1 %;-;2;0,5 %;-
WU;-;-;-;4;1,1 %;-
