Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;85;-;-;85;-;-
Wählende;49;57,6 %;-;49;57,6 %;-
Ungültige Stimmen;3;6,1 %;-;1;2,0 %;-
Gültige Stimmen;46;93,9 %;-;48;98,0 %;-
SPD;18;39,1 %;-;14;29,2 %;-
AfD;17;37,0 %;-;14;29,2 %;-
CDU;2;4,3 %;-;3;6,2 %;-
GRÜNE/B 90;0;0,0 %;-;1;2,1 %;-
DIE LINKE;4;8,7 %;-;0;0,0 %;-
BVB / FREIE WÄHLER;5;10,9 %;-;2;4,2 %;-
FDP;0;0,0 %;-;0;0,0 %;-
Tierschutzpartei;-;-;-;0;0,0 %;-
Plus;-;-;-;0;0,0 %;-
BSW;-;-;-;14;29,2 %;-
III. Weg;-;-;-;0;0,0 %;-
DKP;-;-;-;0;0,0 %;-
DLW;-;-;-;0;0,0 %;-
WU;-;-;-;0;0,0 %;-
dieBasis;0;0,0 %;-;-;-;-
