Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;0;-;-;0;-;-
Wählende;811;-;-;811;-;-
Ungültige Stimmen;18;2,2 %;-;10;1,2 %;-
Gültige Stimmen;793;97,8 %;-;801;98,8 %;-
SPD;311;39,2 %;-;291;36,3 %;-
AfD;108;13,6 %;-;85;10,6 %;-
CDU;141;17,8 %;-;109;13,6 %;-
GRÜNE/B 90;61;7,7 %;-;78;9,7 %;-
DIE LINKE;78;9,8 %;-;37;4,6 %;-
BVB / FREIE WÄHLER;53;6,7 %;-;25;3,1 %;-
FDP;8;1,0 %;-;10;1,2 %;-
Tierschutzpartei;-;-;-;15;1,9 %;-
Plus;33;4,2 %;-;14;1,7 %;-
BSW;-;-;-;133;16,6 %;-
III. Weg;-;-;-;1;0,1 %;-
DKP;-;-;-;0;0,0 %;-
DLW;-;-;-;1;0,1 %;-
WU;-;-;-;2;0,2 %;-
