Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;348;-;-;348;-;-
Wählende;209;60,1 %;-;209;60,1 %;-
Ungültige Stimmen;4;1,9 %;-;4;1,9 %;-
Gültige Stimmen;205;98,1 %;-;205;98,1 %;-
SPD;42;20,5 %;-;43;21,0 %;-
AfD;107;52,2 %;-;102;49,8 %;-
CDU;45;22,0 %;-;36;17,6 %;-
GRÜNE/B 90;2;1,0 %;-;2;1,0 %;-
DIE LINKE;3;1,5 %;-;4;2,0 %;-
BVB / FREIE WÄHLER;4;2,0 %;-;2;1,0 %;-
FDP;0;0,0 %;-;0;0,0 %;-
Tierschutzpartei;-;-;-;2;1,0 %;-
Plus;0;0,0 %;-;0;0,0 %;-
BSW;-;-;-;10;4,9 %;-
III. Weg;2;1,0 %;-;2;1,0 %;-
DKP;-;-;-;0;0,0 %;-
DLW;-;-;-;2;1,0 %;-
WU;-;-;-;0;0,0 %;-
EB Mießner;0;0,0 %;-;-;-;-
