Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;767;-;-;767;-;-
Wählende;357;46,5 %;-;357;46,5 %;-
Ungültige Stimmen;7;2,0 %;-;5;1,4 %;-
Gültige Stimmen;350;98,0 %;-;352;98,6 %;-
SPD;142;40,6 %;-;121;34,4 %;-
AfD;152;43,4 %;-;139;39,5 %;-
CDU;32;9,1 %;-;32;9,1 %;-
GRÜNE/B 90;3;0,9 %;-;4;1,1 %;-
DIE LINKE;2;0,6 %;-;2;0,6 %;-
BVB / FREIE WÄHLER;11;3,1 %;-;10;2,8 %;-
FDP;3;0,9 %;-;1;0,3 %;-
Tierschutzpartei;-;-;-;4;1,1 %;-
Plus;2;0,6 %;-;1;0,3 %;-
BSW;-;-;-;35;9,9 %;-
III. Weg;3;0,9 %;-;2;0,6 %;-
DKP;-;-;-;0;0,0 %;-
DLW;-;-;-;1;0,3 %;-
WU;-;-;-;0;0,0 %;-
EB Mießner;0;0,0 %;-;-;-;-
