Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;164;-;-;164;-;-
Wählende;116;70,7 %;+195;116;70,7 %;+195
Ungültige Stimmen;5;4,3 %;+16;1;0,9 %;-16
Gültige Stimmen;111;95,7 %;-16;115;99,1 %;+16
SPD;53;47,7 %;+117;47;40,9 %;+76
AfD;-;-;-257;33;28,7 %;+17
CDU;11;9,9 %;-18;11;9,6 %;-24
GRÜNE/B 90;0;0,0 %;-64;2;1,7 %;-46
DIE LINKE;6;5,4 %;-31;4;3,5 %;-54
BVB / FREIE WÄHLER;10;9,0 %;-03;2;1,7 %;-29
FDP;2;1,8 %;-06;1;0,9 %;-26
Tierschutzpartei;-;-;-;4;3,5 %;+02
Plus;-;-;-;0;0,0 %;-09
BSW;-;-;-;11;9,6 %;+96
III. Weg;-;-;-;0;0,0 %;00
DKP;-;-;-;0;0,0 %;00
DLW;-;-;-;0;0,0 %;00
WU;-;-;-;0;0,0 %;00
EB Raue;29;26,1 %;+261;-;-;-
