Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;0;-;-;0;-;-
Wählende;544;-;-;544;-;-
Ungültige Stimmen;2;0,4 %;-;3;0,6 %;-
Gültige Stimmen;542;99,6 %;-;541;99,4 %;-
SPD;157;29,0 %;-;166;30,7 %;-
AfD;93;17,2 %;-;77;14,2 %;-
CDU;143;26,4 %;-;110;20,3 %;-
GRÜNE/B 90;26;4,8 %;-;24;4,4 %;-
DIE LINKE;66;12,2 %;-;24;4,4 %;-
BVB / FREIE WÄHLER;34;6,3 %;-;22;4,1 %;-
FDP;14;2,6 %;-;9;1,7 %;-
Tierschutzpartei;-;-;-;11;2,0 %;-
Plus;9;1,7 %;-;7;1,3 %;-
BSW;-;-;-;88;16,3 %;-
III. Weg;-;-;-;0;0,0 %;-
DKP;-;-;-;0;0,0 %;-
DLW;-;-;-;1;0,2 %;-
WU;-;-;-;2;0,4 %;-
