Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;0;-;-;0;-;-
Wählende;716;-;-;716;-;-
Ungültige Stimmen;9;1,3 %;+05;3;0,4 %;-00
Gültige Stimmen;707;98,7 %;-05;713;99,6 %;+00
SPD;171;24,2 %;+29;165;23,1 %;+11
AfD;167;23,6 %;+38;136;19,1 %;-09
CDU;155;21,9 %;+52;112;15,7 %;-06
GRÜNE/B 90;47;6,6 %;-99;40;5,6 %;-99
DIE LINKE;57;8,1 %;-37;40;5,6 %;-72
BVB / FREIE WÄHLER;98;13,9 %;+78;23;3,2 %;-19
FDP;12;1,7 %;-38;7;1,0 %;-33
Tierschutzpartei;-;-;-;14;2,0 %;-10
Plus;-;-;-;10;1,4 %;+06
BSW;-;-;-;162;22,7 %;+227
III. Weg;-;-;-;0;0,0 %;00
DKP;-;-;-;0;0,0 %;00
DLW;-;-;-;1;0,1 %;+01
WU;-;-;-;3;0,4 %;+04
