Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;1.164;-;-;1.164;-;-
Wählende;656;56,4 %;-;656.0;56,4 %;-
Ungültige Stimmen;7;1,1 %;-;5.0;0,8 %;-
Gültige Stimmen;649;98,9 %;-;651.0;99,2 %;-
SPD;178;27,4 %;-;179.0;27,5 %;-
AfD;259;39,9 %;-;251.0;38,6 %;-
CDU;154;23,7 %;-;106.0;16,3 %;-
GRÜNE/B 90;6;0,9 %;-;11.0;1,7 %;-
DIE LINKE;13;2,0 %;-;13.0;2,0 %;-
BVB / FREIE WÄHLER;10;1,5 %;-;1.0;0,2 %;-
FDP;9;1,4 %;-;5.0;0,8 %;-
Tierschutzpartei;-;-;-;18.0;2,8 %;-
Plus;18;2,8 %;-;6.0;0,9 %;-
BSW;-;-;-;54.0;8,3 %;-
III. Weg;2;0,3 %;-;1.0;0,2 %;-
DKP;-;-;-;0.0;0,0 %;-
DLW;-;-;-;3.0;0,5 %;-
WU;-;-;-;3.0;0,5 %;-
