Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;402;-;-;402;-;-
Wählende;226;56,2 %;-;226;56,2 %;-
Ungültige Stimmen;5;2,2 %;-;5;2,2 %;-
Gültige Stimmen;221;97,8 %;-;221;97,8 %;-
SPD;61;27,6 %;-;56;25,3 %;-
AfD;103;46,6 %;-;103;46,6 %;-
CDU;17;7,7 %;-;13;5,9 %;-
GRÜNE/B 90;3;1,4 %;-;5;2,3 %;-
DIE LINKE;8;3,6 %;-;3;1,4 %;-
BVB / FREIE WÄHLER;22;10,0 %;-;11;5,0 %;-
FDP;0;0,0 %;-;0;0,0 %;-
Tierschutzpartei;-;-;-;6;2,7 %;-
Plus;5;2,3 %;-;5;2,3 %;-
BSW;-;-;-;17;7,7 %;-
III. Weg;-;-;-;0;0,0 %;-
DKP;-;-;-;0;0,0 %;-
DLW;2;0,9 %;-;1;0,5 %;-
WU;-;-;-;1;0,5 %;-
