Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;0;-;-;0;-;-
Wählende;375;-;-;375;-;-
Ungültige Stimmen;3;0,8 %;+03;1;0,3 %;-01
Gültige Stimmen;372;99,2 %;-03;374;99,7 %;+01
SPD;106;28,5 %;+110;130;34,8 %;+153
AfD;90;24,2 %;+60;71;19,0 %;+09
CDU;115;30,9 %;+106;72;19,3 %;-02
GRÜNE/B 90;31;8,3 %;-98;21;5,6 %;-119
DIE LINKE;10;2,7 %;-121;7;1,9 %;-93
BVB / FREIE WÄHLER;13;3,5 %;-47;8;2,1 %;-39
FDP;3;0,8 %;-20;4;1,1 %;-24
Tierschutzpartei;-;-;-;8;2,1 %;-03
Plus;-;-;-;5;1,3 %;-03
BSW;-;-;-;45;12,0 %;+120
III. Weg;-;-;-;0;0,0 %;00
DKP;-;-;-;0;0,0 %;00
DLW;4;1,1 %;+11;3;0,8 %;+08
WU;-;-;-;0;0,0 %;00
