Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;856;-;-;856;-;-
Wählende;327;38,2 %;-;327;38,2 %;-
Ungültige Stimmen;4;1,2 %;-;5;1,5 %;-
Gültige Stimmen;323;98,8 %;-;322;98,5 %;-
SPD;118;36,5 %;-;107;33,2 %;-
AfD;136;42,1 %;-;127;39,4 %;-
CDU;34;10,5 %;-;24;7,5 %;-
GRÜNE/B 90;1;0,3 %;-;5;1,6 %;-
DIE LINKE;15;4,6 %;-;7;2,2 %;-
BVB / FREIE WÄHLER;17;5,3 %;-;9;2,8 %;-
FDP;2;0,6 %;-;1;0,3 %;-
Tierschutzpartei;-;-;-;6;1,9 %;-
Plus;-;-;-;0;0,0 %;-
BSW;-;-;-;32;9,9 %;-
III. Weg;0;0,0 %;-;2;0,6 %;-
DKP;-;-;-;1;0,3 %;-
DLW;-;-;-;1;0,3 %;-
WU;-;-;-;0;0,0 %;-
