Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;0;-;-;0;-;-
Wählende;804;-;-;804;-;-
Ungültige Stimmen;10;1,2 %;-;2;0,2 %;-
Gültige Stimmen;794;98,8 %;-;802;99,8 %;-
SPD;338;42,6 %;-;294;36,7 %;-
AfD;154;19,4 %;-;126;15,7 %;-
CDU;153;19,3 %;-;115;14,3 %;-
GRÜNE/B 90;32;4,0 %;-;33;4,1 %;-
DIE LINKE;37;4,7 %;-;22;2,7 %;-
BVB / FREIE WÄHLER;72;9,1 %;-;19;2,4 %;-
FDP;8;1,0 %;-;3;0,4 %;-
Tierschutzpartei;-;-;-;17;2,1 %;-
Plus;-;-;-;5;0,6 %;-
BSW;-;-;-;158;19,7 %;-
III. Weg;-;-;-;0;0,0 %;-
DKP;-;-;-;0;0,0 %;-
DLW;-;-;-;4;0,5 %;-
WU;-;-;-;6;0,7 %;-
