Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;1.208;-;-;1.208;-;-
Wählende;607;50,2 %;-;607.0;50,2 %;-
Ungültige Stimmen;15;2,5 %;-;6.0;1,0 %;-
Gültige Stimmen;592;97,5 %;-;601.0;99,0 %;-
SPD;193;32,6 %;-;170.0;28,3 %;-
AfD;264;44,6 %;-;248.0;41,3 %;-
CDU;72;12,2 %;-;60.0;10,0 %;-
GRÜNE/B 90;4;0,7 %;-;3.0;0,5 %;-
DIE LINKE;23;3,9 %;-;12.0;2,0 %;-
BVB / FREIE WÄHLER;16;2,7 %;-;7.0;1,2 %;-
FDP;6;1,0 %;-;4.0;0,7 %;-
Tierschutzpartei;14;2,4 %;-;8.0;1,3 %;-
Plus;-;-;-;2.0;0,3 %;-
BSW;-;-;-;84.0;14,0 %;-
III. Weg;-;-;-;0.0;0,0 %;-
DKP;-;-;-;0.0;0,0 %;-
DLW;-;-;-;3.0;0,5 %;-
WU;-;-;-;0.0;0,0 %;-
