Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;687;-;-;687;-;-
Wählende;336;48,9 %;-;336;48,9 %;-
Ungültige Stimmen;4;1,2 %;-;2;0,6 %;-
Gültige Stimmen;332;98,8 %;-;334;99,4 %;-
SPD;114;34,3 %;-;101;30,2 %;-
AfD;110;33,1 %;-;99;29,6 %;-
CDU;49;14,8 %;-;46;13,8 %;-
GRÜNE/B 90;9;2,7 %;-;12;3,6 %;-
DIE LINKE;7;2,1 %;-;7;2,1 %;-
BVB / FREIE WÄHLER;37;11,1 %;-;16;4,8 %;-
FDP;6;1,8 %;-;5;1,5 %;-
Tierschutzpartei;-;-;-;7;2,1 %;-
Plus;-;-;-;2;0,6 %;-
BSW;-;-;-;34;10,2 %;-
III. Weg;-;-;-;0;0,0 %;-
DKP;-;-;-;0;0,0 %;-
DLW;-;-;-;1;0,3 %;-
WU;-;-;-;4;1,2 %;-
