Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;895;-;-;895;-;-
Wählende;374;41,8 %;-;374;41,8 %;-
Ungültige Stimmen;10;2,7 %;-;1;0,3 %;-
Gültige Stimmen;364;97,3 %;-;373;99,7 %;-
SPD;122;33,5 %;-;111;29,8 %;-
AfD;159;43,7 %;-;144;38,6 %;-
CDU;30;8,2 %;-;23;6,2 %;-
GRÜNE/B 90;5;1,4 %;-;12;3,2 %;-
DIE LINKE;35;9,6 %;-;21;5,6 %;-
BVB / FREIE WÄHLER;12;3,3 %;-;2;0,5 %;-
FDP;1;0,3 %;-;0;0,0 %;-
Tierschutzpartei;-;-;-;5;1,3 %;-
Plus;-;-;-;4;1,1 %;-
BSW;-;-;-;49;13,1 %;-
III. Weg;-;-;-;1;0,3 %;-
DKP;-;-;-;1;0,3 %;-
DLW;-;-;-;0;0,0 %;-
WU;-;-;-;0;0,0 %;-
dieBasis;0;0,0 %;-;-;-;-
