Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;259;-;-;259;-;-
Wählende;149;57,5 %;-;149;57,5 %;-
Ungültige Stimmen;1;0,7 %;-;0;0,0 %;-
Gültige Stimmen;148;99,3 %;-;149;100,0 %;-
SPD;40;27,0 %;-;36;24,2 %;-
AfD;78;52,7 %;-;67;45,0 %;-
CDU;17;11,5 %;-;14;9,4 %;-
GRÜNE/B 90;2;1,4 %;-;2;1,3 %;-
DIE LINKE;1;0,7 %;-;2;1,3 %;-
BVB / FREIE WÄHLER;9;6,1 %;-;2;1,3 %;-
FDP;0;0,0 %;-;0;0,0 %;-
Tierschutzpartei;-;-;-;1;0,7 %;-
Plus;-;-;-;0;0,0 %;-
BSW;-;-;-;25;16,8 %;-
III. Weg;1;0,7 %;-;0;0,0 %;-
DKP;-;-;-;0;0,0 %;-
DLW;-;-;-;0;0,0 %;-
WU;-;-;-;0;0,0 %;-
