Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;908;-;-;908;-;-
Wählende;420;46,3 %;-;420;46,3 %;-
Ungültige Stimmen;7;1,7 %;-;4;1,0 %;-
Gültige Stimmen;413;98,3 %;-;416;99,0 %;-
SPD;128;31,0 %;-;142;34,1 %;-
AfD;162;39,2 %;-;154;37,0 %;-
CDU;41;9,9 %;-;31;7,5 %;-
GRÜNE/B 90;4;1,0 %;-;6;1,4 %;-
DIE LINKE;45;10,9 %;-;15;3,6 %;-
BVB / FREIE WÄHLER;15;3,6 %;-;7;1,7 %;-
FDP;5;1,2 %;-;3;0,7 %;-
Tierschutzpartei;7;1,7 %;-;6;1,4 %;-
Plus;-;-;-;4;1,0 %;-
BSW;-;-;-;42;10,1 %;-
III. Weg;-;-;-;0;0,0 %;-
DKP;-;-;-;0;0,0 %;-
DLW;6;1,5 %;-;6;1,4 %;-
WU;-;-;-;0;0,0 %;-
