Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;985;-;-;985;-;-
Wählende;475;48,2 %;-;475;48,2 %;-
Ungültige Stimmen;7;1,5 %;-;5;1,1 %;-
Gültige Stimmen;468;98,5 %;-;470;98,9 %;-
SPD;153;32,7 %;-;134;28,5 %;-
AfD;181;38,7 %;-;179;38,1 %;-
CDU;65;13,9 %;-;55;11,7 %;-
GRÜNE/B 90;6;1,3 %;-;14;3,0 %;-
DIE LINKE;28;6,0 %;-;12;2,6 %;-
BVB / FREIE WÄHLER;14;3,0 %;-;8;1,7 %;-
FDP;3;0,6 %;-;2;0,4 %;-
Tierschutzpartei;-;-;-;8;1,7 %;-
Plus;2;0,4 %;-;2;0,4 %;-
BSW;-;-;-;50;10,6 %;-
III. Weg;2;0,4 %;-;0;0,0 %;-
DKP;-;-;-;0;0,0 %;-
DLW;-;-;-;6;1,3 %;-
WU;-;-;-;0;0,0 %;-
EB Mießner;14;3,0 %;-;-;-;-
