Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;829;-;-;829;-;-
Wählende;394;47,5 %;-;394;47,5 %;-
Ungültige Stimmen;4;1,0 %;-;3;0,8 %;-
Gültige Stimmen;390;99,0 %;-;391;99,2 %;-
SPD;125;32,1 %;-;124;31,7 %;-
AfD;192;49,2 %;-;172;44,0 %;-
CDU;40;10,3 %;-;20;5,1 %;-
GRÜNE/B 90;2;0,5 %;-;0;0,0 %;-
DIE LINKE;9;2,3 %;-;3;0,8 %;-
BVB / FREIE WÄHLER;18;4,6 %;-;8;2,0 %;-
FDP;1;0,3 %;-;0;0,0 %;-
Tierschutzpartei;-;-;-;4;1,0 %;-
Plus;-;-;-;2;0,5 %;-
BSW;-;-;-;56;14,3 %;-
III. Weg;-;-;-;0;0,0 %;-
DKP;-;-;-;0;0,0 %;-
DLW;-;-;-;1;0,3 %;-
WU;-;-;-;1;0,3 %;-
EB Hoffmann;3;0,8 %;-;-;-;-
