Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;0;-;-;0;-;-
Wählende;778;-;-;778;-;-
Ungültige Stimmen;7;0,9 %;-01;4;0,5 %;-02
Gültige Stimmen;771;99,1 %;+01;774;99,5 %;+02
SPD;292;37,9 %;-17;260;33,6 %;+33
AfD;141;18,3 %;+69;115;14,9 %;+13
CDU;199;25,8 %;+58;147;19,0 %;-23
GRÜNE/B 90;22;2,9 %;-61;26;3,4 %;-76
DIE LINKE;47;6,1 %;-34;15;1,9 %;-88
BVB / FREIE WÄHLER;60;7,8 %;-03;18;2,3 %;-32
FDP;10;1,3 %;-12;8;1,0 %;-16
Tierschutzpartei;-;-;-;16;2,1 %;-12
Plus;-;-;-;5;0,6 %;-11
BSW;-;-;-;145;18,7 %;+187
III. Weg;-;-;-;2;0,3 %;+03
DKP;-;-;-;3;0,4 %;+04
DLW;-;-;-;8;1,0 %;+10
WU;-;-;-;6;0,8 %;+08
