Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;920;-;-;920;-;-
Wählende;423;46,0 %;-;423;46,0 %;-
Ungültige Stimmen;16;3,8 %;-;3;0,7 %;-
Gültige Stimmen;407;96,2 %;-;420;99,3 %;-
SPD;178;43,7 %;-;167;39,8 %;-
AfD;-;-;-;135;32,1 %;-
CDU;64;15,7 %;-;34;8,1 %;-
GRÜNE/B 90;3;0,7 %;-;5;1,2 %;-
DIE LINKE;36;8,8 %;-;15;3,6 %;-
BVB / FREIE WÄHLER;45;11,1 %;-;10;2,4 %;-
FDP;21;5,2 %;-;5;1,2 %;-
Tierschutzpartei;-;-;-;4;1,0 %;-
Plus;-;-;-;4;1,0 %;-
BSW;-;-;-;39;9,3 %;-
III. Weg;-;-;-;0;0,0 %;-
DKP;-;-;-;1;0,2 %;-
DLW;-;-;-;1;0,2 %;-
WU;-;-;-;0;0,0 %;-
EB Raue;60;14,7 %;-;-;-;-
