Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;681;-;-;681;-;-
Wählende;383;56,2 %;-;383;56,2 %;-
Ungültige Stimmen;9;2,3 %;-;4;1,0 %;-
Gültige Stimmen;374;97,7 %;-;379;99,0 %;-
SPD;124;33,2 %;-;106;28,0 %;-
AfD;140;37,4 %;-;135;35,6 %;-
CDU;66;17,6 %;-;60;15,8 %;-
GRÜNE/B 90;6;1,6 %;-;8;2,1 %;-
DIE LINKE;15;4,0 %;-;7;1,8 %;-
BVB / FREIE WÄHLER;18;4,8 %;-;1;0,3 %;-
FDP;4;1,1 %;-;1;0,3 %;-
Tierschutzpartei;-;-;-;5;1,3 %;-
Plus;-;-;-;4;1,1 %;-
BSW;-;-;-;47;12,4 %;-
III. Weg;-;-;-;0;0,0 %;-
DKP;1;0,3 %;-;0;0,0 %;-
DLW;-;-;-;4;1,1 %;-
WU;-;-;-;1;0,3 %;-
