Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;152;-;-;152;-;-
Wählende;82;53,9 %;-26;82;53,9 %;-26
Ungültige Stimmen;2;2,4 %;+11;0;0,0 %;-13
Gültige Stimmen;80;97,6 %;-11;82;100,0 %;+13
SPD;26;32,5 %;+83;21;25,6 %;-17
AfD;38;47,5 %;+189;38;46,3 %;+164
CDU;8;10,0 %;-93;5;6,1 %;-105
GRÜNE/B 90;1;1,2 %;-40;0;0,0 %;-42
DIE LINKE;-;-;-132;1;1,2 %;-87
BVB / FREIE WÄHLER;7;8,8 %;+23;2;2,4 %;-28
FDP;0;0,0 %;-30;0;0,0 %;-32
Tierschutzpartei;-;-;-;2;2,4 %;+01
Plus;-;-;-;1;1,2 %;+02
BSW;-;-;-;11;13,4 %;+134
III. Weg;-;-;-;0;0,0 %;00
DKP;-;-;-;0;0,0 %;00
DLW;-;-;-;1;1,2 %;+12
WU;-;-;-;0;0,0 %;00
