Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;310;-;-;310;-;-
Wählende;169;54,5 %;-;169;54,5 %;-
Ungültige Stimmen;1;0,6 %;-;1;0,6 %;-
Gültige Stimmen;168;99,4 %;-;168;99,4 %;-
SPD;53;31,5 %;-;46;27,4 %;-
AfD;58;34,5 %;-;54;32,1 %;-
CDU;26;15,5 %;-;13;7,7 %;-
GRÜNE/B 90;0;0,0 %;-;7;4,2 %;-
DIE LINKE;17;10,1 %;-;8;4,8 %;-
BVB / FREIE WÄHLER;11;6,5 %;-;5;3,0 %;-
FDP;3;1,8 %;-;0;0,0 %;-
Tierschutzpartei;-;-;-;6;3,6 %;-
Plus;-;-;-;2;1,2 %;-
BSW;-;-;-;26;15,5 %;-
III. Weg;-;-;-;0;0,0 %;-
DKP;-;-;-;1;0,6 %;-
DLW;-;-;-;0;0,0 %;-
WU;-;-;-;0;0,0 %;-
