Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;0;-;-;0;-;-
Wählende;749;-;-;749;-;-
Ungültige Stimmen;11;1,5 %;-;3;0,4 %;-
Gültige Stimmen;738;98,5 %;-;746;99,6 %;-
SPD;273;37,0 %;-;233;31,2 %;-
AfD;134;18,2 %;-;115;15,4 %;-
CDU;135;18,3 %;-;113;15,1 %;-
GRÜNE/B 90;47;6,4 %;-;67;9,0 %;-
DIE LINKE;38;5,1 %;-;20;2,7 %;-
BVB / FREIE WÄHLER;67;9,1 %;-;33;4,4 %;-
FDP;7;0,9 %;-;3;0,4 %;-
Tierschutzpartei;-;-;-;18;2,4 %;-
Plus;37;5,0 %;-;30;4,0 %;-
BSW;-;-;-;109;14,6 %;-
III. Weg;-;-;-;0;0,0 %;-
DKP;-;-;-;0;0,0 %;-
DLW;-;-;-;2;0,3 %;-
WU;-;-;-;3;0,4 %;-
