Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;377;-;-;377;-;-
Wählende;222;58,9 %;+08;222;58,9 %;+08
Ungültige Stimmen;3;1,4 %;+03;3;1,4 %;+03
Gültige Stimmen;219;98,6 %;-03;219;98,6 %;-03
SPD;54;24,7 %;+06;56;25,6 %;+12
AfD;115;52,5 %;+213;112;51,1 %;+182
CDU;22;10,0 %;-52;12;5,5 %;-75
GRÜNE/B 90;3;1,4 %;-66;0;0,0 %;-75
DIE LINKE;10;4,6 %;-64;5;2,3 %;-75
BVB / FREIE WÄHLER;14;6,4 %;-07;5;2,3 %;-33
FDP;1;0,5 %;-30;0;0,0 %;-32
Tierschutzpartei;-;-;-;3;1,4 %;-13
Plus;-;-;-;0;0,0 %;-08
BSW;-;-;-;25;11,4 %;+114
III. Weg;-;-;-;0;0,0 %;00
DKP;-;-;-;0;0,0 %;00
DLW;-;-;-;1;0,5 %;+05
WU;-;-;-;0;0,0 %;00
