Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;838;-;-;838;-;-
Wählende;406;48,4 %;-;406;48,4 %;-
Ungültige Stimmen;35;8,6 %;-;7;1,7 %;-
Gültige Stimmen;371;91,4 %;-;399;98,3 %;-
SPD;159;42,9 %;-;125;31,3 %;-
AfD;-;-;-;135;33,8 %;-
CDU;39;10,5 %;-;35;8,8 %;-
GRÜNE/B 90;3;0,8 %;-;5;1,3 %;-
DIE LINKE;20;5,4 %;-;12;3,0 %;-
BVB / FREIE WÄHLER;44;11,9 %;-;9;2,3 %;-
FDP;7;1,9 %;-;3;0,8 %;-
Tierschutzpartei;-;-;-;16;4,0 %;-
Plus;-;-;-;0;0,0 %;-
BSW;-;-;-;58;14,5 %;-
III. Weg;-;-;-;0;0,0 %;-
DKP;-;-;-;0;0,0 %;-
DLW;-;-;-;0;0,0 %;-
WU;-;-;-;1;0,3 %;-
EB Raue;99;26,7 %;-;-;-;-
