Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;18.278;-;-;18.278;-;-
Wählende;13.381;73,2 %;+89;13.381;73,2 %;+89
Ungültige Stimmen;175;1,3 %;-01;114;0,9 %;-04
Gültige Stimmen;13.206;98,7 %;+01;13.267;99,1 %;+04
SPD;3.313;25,1 %;+85;3.368;25,4 %;+19
AfD;6.143;46,5 %;+95;5.504;41,5 %;+51
CDU;1.879;14,2 %;-107;1.418;10,7 %;-59
GRÜNE/B 90;134;1,0 %;-20;150;1,1 %;-24
DIE LINKE;934;7,1 %;-32;305;2,3 %;-64
BVB / FREIE WÄHLER;533;4,0 %;+07;229;1,7 %;-14
FDP;172;1,3 %;-30;87;0,7 %;-41
Tierschutzpartei;-;-;-;221;1,7 %;-08
Plus;-;-;-;54;0,4 %;-04
BSW;-;-;-;1.828;13,8 %;+138
III. Weg;-;-;-;20;0,2 %;+02
DKP;-;-;-;5;0,0 %;+00
DLW;-;-;-;33;0,2 %;+02
WU;-;-;-;45;0,3 %;+03
EB Hoffmann;98;0,7 %;+02;-;-;-
