Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;552;-;-;552;-;-
Wählende;277;50,2 %;-;277;50,2 %;-
Ungültige Stimmen;3;1,1 %;-;4;1,4 %;-
Gültige Stimmen;274;98,9 %;-;273;98,6 %;-
SPD;73;26,6 %;-;59;21,6 %;-
AfD;131;47,8 %;-;122;44,7 %;-
CDU;41;15,0 %;-;38;13,9 %;-
GRÜNE/B 90;2;0,7 %;-;4;1,5 %;-
DIE LINKE;5;1,8 %;-;5;1,8 %;-
BVB / FREIE WÄHLER;15;5,5 %;-;11;4,0 %;-
FDP;5;1,8 %;-;6;2,2 %;-
Tierschutzpartei;-;-;-;6;2,2 %;-
Plus;-;-;-;2;0,7 %;-
BSW;-;-;-;19;7,0 %;-
III. Weg;-;-;-;0;0,0 %;-
DKP;0;0,0 %;-;0;0,0 %;-
DLW;-;-;-;0;0,0 %;-
WU;-;-;-;1;0,4 %;-
EB Schamberger;2;0,7 %;-;-;-;-
