Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;0;-;-;0;-;-
Wählende;632;-;-;632;-;-
Ungültige Stimmen;8;1,3 %;-;1;0,2 %;-
Gültige Stimmen;624;98,7 %;-;631;99,8 %;-
SPD;205;32,9 %;-;204;32,3 %;-
AfD;119;19,1 %;-;94;14,9 %;-
CDU;154;24,7 %;-;91;14,4 %;-
GRÜNE/B 90;21;3,4 %;-;30;4,8 %;-
DIE LINKE;84;13,5 %;-;38;6,0 %;-
BVB / FREIE WÄHLER;35;5,6 %;-;11;1,7 %;-
FDP;6;1,0 %;-;3;0,5 %;-
Tierschutzpartei;-;-;-;8;1,3 %;-
Plus;-;-;-;7;1,1 %;-
BSW;-;-;-;139;22,0 %;-
III. Weg;-;-;-;0;0,0 %;-
DKP;-;-;-;0;0,0 %;-
DLW;-;-;-;2;0,3 %;-
WU;-;-;-;4;0,6 %;-
