Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;3.923;-;-;3.923;-;-
Wählende;2.826;72,0 %;+143;2.826;72,0 %;+143
Ungültige Stimmen;29;1,0 %;-03;19.0;0,7 %;-04
Gültige Stimmen;2.797;99,0 %;+03;2.807;99,3 %;+04
SPD;913;32,6 %;+91;817.0;29,1 %;+22
AfD;963;34,4 %;+124;877.0;31,2 %;+74
CDU;476;17,0 %;-54;376.0;13,4 %;-41
GRÜNE/B 90;67;2,4 %;-111;93.0;3,3 %;-83
DIE LINKE;144;5,1 %;-35;69.0;2,5 %;-64
BVB / FREIE WÄHLER;172;6,1 %;+18;78.0;2,8 %;-07
FDP;28;1,0 %;-28;21.0;0,7 %;-40
Tierschutzpartei;-;-;-;39.0;1,4 %;-09
Plus;-;-;-05;11.0;0,4 %;-03
BSW;-;-;-;404.0;14,4 %;+144
III. Weg;-;-;-;1.0;0,0 %;+00
DKP;-;-;-;3.0;0,1 %;+01
DLW;34;1,2 %;+12;11.0;0,4 %;+04
WU;-;-;-;7.0;0,2 %;+02
