Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;2.663;-;-;2.663;-;-
Wählende;1.477;55,5 %;-10;1.477;55,5 %;-10
Ungültige Stimmen;32;2,2 %;+07;20.0;1,4 %;+03
Gültige Stimmen;1.445;97,8 %;-07;1.457;98,6 %;-03
SPD;404;28,0 %;+08;375.0;25,7 %;-03
AfD;636;44,0 %;+159;558.0;38,3 %;+96
CDU;224;15,5 %;-28;160.0;11,0 %;-65
GRÜNE/B 90;20;1,4 %;-55;24.0;1,6 %;-52
DIE LINKE;59;4,1 %;-58;30.0;2,1 %;-64
BVB / FREIE WÄHLER;84;5,8 %;-01;36.0;2,5 %;-25
FDP;18;1,2 %;-25;6.0;0,4 %;-42
Tierschutzpartei;-;-;-;20.0;1,4 %;-06
Plus;-;-;-;7.0;0,5 %;-03
BSW;-;-;-;224.0;15,4 %;+154
III. Weg;-;-;-;2.0;0,1 %;+01
DKP;-;-;-;2.0;0,1 %;+01
DLW;-;-;-;10.0;0,7 %;+07
WU;-;-;-;3.0;0,2 %;+02
