Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;0;-;-;0;-;-
Wählende;376;-;-;376;-;-
Ungültige Stimmen;2;0,5 %;-;1;0,3 %;-
Gültige Stimmen;374;99,5 %;-;375;99,7 %;-
SPD;128;34,2 %;-;114;30,4 %;-
AfD;41;11,0 %;-;34;9,1 %;-
CDU;52;13,9 %;-;44;11,7 %;-
GRÜNE/B 90;79;21,1 %;-;79;21,1 %;-
DIE LINKE;45;12,0 %;-;34;9,1 %;-
BVB / FREIE WÄHLER;10;2,7 %;-;6;1,6 %;-
FDP;5;1,3 %;-;4;1,1 %;-
Tierschutzpartei;-;-;-;14;3,7 %;-
Plus;14;3,7 %;-;13;3,5 %;-
BSW;-;-;-;27;7,2 %;-
III. Weg;-;-;-;0;0,0 %;-
DKP;-;-;-;3;0,8 %;-
DLW;-;-;-;0;0,0 %;-
WU;-;-;-;3;0,8 %;-
