Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;434;-;-;434;-;-
Wählende;244;56,2 %;-;244;56,2 %;-
Ungültige Stimmen;1;0,4 %;-;1;0,4 %;-
Gültige Stimmen;243;99,6 %;-;243;99,6 %;-
SPD;71;29,2 %;-;81;33,3 %;-
AfD;96;39,5 %;-;89;36,6 %;-
CDU;40;16,5 %;-;20;8,2 %;-
GRÜNE/B 90;2;0,8 %;-;2;0,8 %;-
DIE LINKE;7;2,9 %;-;5;2,1 %;-
BVB / FREIE WÄHLER;27;11,1 %;-;5;2,1 %;-
FDP;0;0,0 %;-;0;0,0 %;-
Tierschutzpartei;-;-;-;2;0,8 %;-
Plus;-;-;-;1;0,4 %;-
BSW;-;-;-;32;13,2 %;-
III. Weg;-;-;-;0;0,0 %;-
DKP;-;-;-;0;0,0 %;-
DLW;-;-;-;4;1,6 %;-
WU;-;-;-;2;0,8 %;-
