Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;6.933;-;-;6.933;-;-
Wählende;5.149;74,3 %;+122;5.149;74,3 %;+122
Ungültige Stimmen;91;1,8 %;+02;47.0;0,9 %;-05
Gültige Stimmen;5.058;98,2 %;-02;5.102;99,1 %;+05
SPD;1.697;33,6 %;+116;1.518;29,8 %;+38
AfD;1.859;36,8 %;+111;1.716;33,6 %;+71
CDU;607;12,0 %;-96;595.0;11,7 %;-67
GRÜNE/B 90;44;0,9 %;-49;68.0;1,3 %;-44
DIE LINKE;183;3,6 %;-88;91.0;1,8 %;-66
BVB / FREIE WÄHLER;579;11,4 %;+27;174.0;3,4 %;-35
FDP;89;1,8 %;-20;29.0;0,6 %;-39
Tierschutzpartei;-;-;-;81.0;1,6 %;-10
Plus;-;-;-;30.0;0,6 %;-04
BSW;-;-;-;745.0;14,6 %;+146
III. Weg;-;-;-;4.0;0,1 %;+01
DKP;-;-;-;3.0;0,1 %;+01
DLW;-;-;-;28.0;0,5 %;+05
WU;-;-;-;20.0;0,4 %;+04
