Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;447;-;-;447;-;-
Wählende;237;53,0 %;-;237;53,0 %;-
Ungültige Stimmen;2;0,8 %;-;2;0,8 %;-
Gültige Stimmen;235;99,2 %;-;235;99,2 %;-
SPD;61;26,0 %;-;55;23,4 %;-
AfD;120;51,1 %;-;110;46,8 %;-
CDU;38;16,2 %;-;25;10,6 %;-
GRÜNE/B 90;1;0,4 %;-;3;1,3 %;-
DIE LINKE;-;-;-;1;0,4 %;-
BVB / FREIE WÄHLER;15;6,4 %;-;1;0,4 %;-
FDP;0;0,0 %;-;1;0,4 %;-
Tierschutzpartei;-;-;-;2;0,9 %;-
Plus;-;-;-;0;0,0 %;-
BSW;-;-;-;32;13,6 %;-
III. Weg;-;-;-;0;0,0 %;-
DKP;-;-;-;0;0,0 %;-
DLW;-;-;-;3;1,3 %;-
WU;-;-;-;2;0,9 %;-
