Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;0;-;-;0;-;-
Wählende;999;-;-;999;-;-
Ungültige Stimmen;5;0,5 %;-;3;0,3 %;-
Gültige Stimmen;994;99,5 %;-;996;99,7 %;-
SPD;317;31,9 %;-;317;31,8 %;-
AfD;152;15,3 %;-;127;12,8 %;-
CDU;298;30,0 %;-;241;24,2 %;-
GRÜNE/B 90;50;5,0 %;-;59;5,9 %;-
DIE LINKE;79;7,9 %;-;30;3,0 %;-
BVB / FREIE WÄHLER;54;5,4 %;-;23;2,3 %;-
FDP;26;2,6 %;-;12;1,2 %;-
Tierschutzpartei;-;-;-;20;2,0 %;-
Plus;-;-;-;9;0,9 %;-
BSW;-;-;-;152;15,3 %;-
III. Weg;-;-;-;0;0,0 %;-
DKP;-;-;-;0;0,0 %;-
DLW;18;1,8 %;-;4;0,4 %;-
WU;-;-;-;2;0,2 %;-
