Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;116;-;-;116;-;-
Wählende;70;60,3 %;-;70;60,3 %;-
Ungültige Stimmen;2;2,9 %;-;1;1,4 %;-
Gültige Stimmen;68;97,1 %;-;69;98,6 %;-
SPD;32;47,1 %;-;29;42,0 %;-
AfD;23;33,8 %;-;21;30,4 %;-
CDU;6;8,8 %;-;4;5,8 %;-
GRÜNE/B 90;1;1,5 %;-;2;2,9 %;-
DIE LINKE;2;2,9 %;-;2;2,9 %;-
BVB / FREIE WÄHLER;2;2,9 %;-;1;1,4 %;-
FDP;0;0,0 %;-;0;0,0 %;-
Tierschutzpartei;-;-;-;1;1,4 %;-
Plus;-;-;-;0;0,0 %;-
BSW;-;-;-;9;13,0 %;-
III. Weg;-;-;-;0;0,0 %;-
DKP;-;-;-;0;0,0 %;-
DLW;2;2,9 %;-;0;0,0 %;-
WU;-;-;-;0;0,0 %;-
