Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;665;-;-;665;-;-
Wählende;343;51,6 %;-;343;51,6 %;-
Ungültige Stimmen;2;0,6 %;-;1;0,3 %;-
Gültige Stimmen;341;99,4 %;-;342;99,7 %;-
SPD;96;28,2 %;-;100;29,2 %;-
AfD;124;36,4 %;-;118;34,5 %;-
CDU;81;23,8 %;-;67;19,6 %;-
GRÜNE/B 90;19;5,6 %;-;16;4,7 %;-
DIE LINKE;4;1,2 %;-;5;1,5 %;-
BVB / FREIE WÄHLER;6;1,8 %;-;3;0,9 %;-
FDP;6;1,8 %;-;5;1,5 %;-
Tierschutzpartei;-;-;-;9;2,6 %;-
Plus;5;1,5 %;-;3;0,9 %;-
BSW;-;-;-;15;4,4 %;-
III. Weg;-;-;-;0;0,0 %;-
DKP;-;-;-;0;0,0 %;-
DLW;-;-;-;0;0,0 %;-
WU;-;-;-;1;0,3 %;-
